Health Center Name,City,State,combinedKey,name,address,contact,lat,lon
METROPOLITAN FAMILY HEALTH NETWORK INC.,JERSEY CITY,NJ,"METROPOLITAN FAMILY HEALTH NETWORK INC., JERSEY CITY, NJ",Metropolitan Family Health Network,"935 Garfield Ave, Jersey City, NJ 07304, USA",(201) 478-5800,40.711001,-74.0705259
LAKEWOOD RESOURCE AND REFERRAL CENTER INC.,LAKEWOOD,NJ,"LAKEWOOD RESOURCE AND REFERRAL CENTER INC., LAKEWOOD, NJ",Lakewood Resource & Referral Center,"212 2nd St #204, Lakewood, NJ 08701, USA",(732) 942-9292,40.092059,-74.2127563
OCEAN HEALTH INITIATIVES INC.,LAKEWOOD,NJ,"OCEAN HEALTH INITIATIVES INC., LAKEWOOD, NJ","OHI Lakewood Health Center (Ocean Health Initiatives, Inc.)","101 2nd St, Lakewood, NJ 08701, USA",(732) 363-6655,40.0926875,-74.210857
MONMOUTH FAMILY HEALTH CENTER,LONG BRANCH,NJ,"MONMOUTH FAMILY HEALTH CENTER, LONG BRANCH, NJ",Monmouth Family Health Center,"270 Broadway, Long Branch, NJ 07740, USA",(732) 923-7100,40.3038978,-73.9902189
"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY",NEW BRUNSWICK,NJ,"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY, NEW BRUNSWICK, NJ",Rutgers–New Brunswick,"New Brunswick, NJ, USA",(732) 445-4636,40.5008186,-74.4473991
"CITY OF NEWARK, NEW JERSEY",NEWARK,NJ,"CITY OF NEWARK, NEW JERSEY, NEWARK, NJ",City Hall - City of Newark,"920 Broad St, Newark, NJ 07102, USA",(973) 733-6400,40.7317066,-74.1738765
"NEWARK COMMUNITY HEALTH CENTERS, INC.",NEWARK,NJ,"NEWARK COMMUNITY HEALTH CENTERS, INC., NEWARK, NJ","Newark Community Health Centers, Inc.","444 William St, East Orange, NJ 07017, USA",(800) 994-6242,40.7658957,-74.2130273
"SAINT JAMES HEALTH, INC.",NEWARK,NJ,"SAINT JAMES HEALTH, INC., NEWARK, NJ","Saint James Health, Inc.","228 Lafayette St, Newark, NJ 07105, USA",(973) 789-8111,40.7289148,-74.1627598
PATERSON COMMUNITY HEALTH CENTER INC.,PATERSON,NJ,"PATERSON COMMUNITY HEALTH CENTER INC., PATERSON, NJ","Paterson Community Health Center, Inc.","Clinton St. Center, 32 Clinton St, Paterson, NJ 07522, USA",(973) 790-6594,40.9244899,-74.1716275
"JEWISH RENAISSANCE FOUNDATION INC., THE",PERTH AMBOY,NJ,"JEWISH RENAISSANCE FOUNDATION INC., THE, PERTH AMBOY, NJ",Jewish Renaissance Foundation,"149 Kearny Ave #2, Perth Amboy, NJ 08861, USA",(732) 324-2114,40.5034249,-74.2692754
JEWISH RENAISSANCE MEDICAL CENTER,PERTH AMBOY,NJ,"JEWISH RENAISSANCE MEDICAL CENTER, PERTH AMBOY, NJ",Jewish Renaissance Medical Center,"275 Hobart St, Perth Amboy, NJ 08861, USA",(732) 376-9333,40.5086061,-74.2697015
NEIGHBORHOOD HEALTH SERVICES CORPORATION,PLAINFIELD,NJ,"NEIGHBORHOOD HEALTH SERVICES CORPORATION, PLAINFIELD, NJ",Neighborhood Health Services Corporation,"1700-58 Myrtle Ave, Plainfield, NJ 07063, USA",(908) 753-6401,40.5994774,-74.4560705
"HENRY J. AUSTIN HEALTH CENTER, INC.",TRENTON,NJ,"HENRY J. AUSTIN HEALTH CENTER, INC., TRENTON, NJ",Henry J. Austin Health Center,"321 N Warren St, Trenton, NJ 08618, USA",(609) 278-5900,40.2253553,-74.7653378
NORTH HUDSON COMMUNITY ACTION CORPORATION,UNION CITY,NJ,"NORTH HUDSON COMMUNITY ACTION CORPORATION, UNION CITY, NJ",North Hudson Community Action Corporation,"400 38th St #216, Union City, NJ 07087, USA",(201) 210-0200,40.7750433,-74.0259202
"ALBUQUERQUE HEALTH CARE FOR THE HOMELESS, INC.",ALBUQUERQUE,NM,"ALBUQUERQUE HEALTH CARE FOR THE HOMELESS, INC., ALBUQUERQUE, NM",Albuquerque Health Care for the Homeless,"1217 1st St NW, Albuquerque, NM 87102, USA",(505) 766-5197,35.0954017,-106.6457061
"FIRST CHOICE COMMUNITY HEALTHCARE, INC.",ALBUQUERQUE,NM,"FIRST CHOICE COMMUNITY HEALTHCARE, INC., ALBUQUERQUE, NM","First Choice Community Healthcare, Inc.","2001 N Centro Familiar Blvd SW, Albuquerque, NM 87105, USA",(505) 873-7402,35.0459719,-106.6827338
FIRST NATIONS COMMUNITY HEALTH SOURCE INC,ALBUQUERQUE,NM,"FIRST NATIONS COMMUNITY HEALTH SOURCE INC, ALBUQUERQUE, NM",First Nations Community HealthSource,"7317 Central Ave NE, Albuquerque, NM 87108, USA",,35.075935,-106.5655634
"LAS CLINICAS DEL NORTE, INCORPORATED",EL RITO,NM,"LAS CLINICAS DEL NORTE, INCORPORATED, EL RITO, NM",Las Clinicas Del Norte: General Dentistry,"571 NM-571, El Rito, NM 87530, USA",(575) 581-0028,36.3306808,-106.1854324
EL CENTRO FAMILY HEALTH,ESPANOLA,NM,"EL CENTRO FAMILY HEALTH, ESPANOLA, NM",EL CENTRO FAMILY HEALTH,"538 N Paseo De Onate, Española, NM 87532, USA",(505) 753-7218,35.9983256,-106.0857895
"BEN ARCHER HEALTH CENTER, INC.",HATCH,NM,"BEN ARCHER HEALTH CENTER, INC., HATCH, NM",Ben Archer Health Center,"NM-187, Hatch, NM 87937, USA",(575) 267-3088,32.666996,-107.163324
"JEMEZ, PUEBLO OF",JEMEZ PUEBLO,NM,"JEMEZ, PUEBLO OF, JEMEZ PUEBLO, NM",,,,,
"CLINICA DE FAMILIA INC, LA",LAS CRUCES,NM,"CLINICA DE FAMILIA INC, LA, LAS CRUCES, NM",La Clinica de Familia - Behavioral Health Specialty Services,"100 W Griggs Ave, Las Cruces, NM 88001, USA",(575) 647-2800,32.3098642,-106.7789772
"ST. LUKE'S HEALTH CARE CLINIC, INC.",LAS CRUCES,NM,"ST. LUKE'S HEALTH CARE CLINIC, INC., LAS CRUCES, NM",St. Luke's Health Care Clinic,"999 W Amador Ave, Las Cruces, NM 88005, USA",(575) 527-5482,32.3024819,-106.7890607
HIDALGO MEDICAL SERVICES,LORDSBURG,NM,"HIDALGO MEDICAL SERVICES, LORDSBURG, NM",Hidalgo Medical Services,"530 De Moss St, Lordsburg, NM 88045, USA",(575) 542-8384,32.3380775,-108.7066421
"MORA VALLEY COMMUNITY HEALTH SERVICES, INCORPORATED",MORA,NM,"MORA VALLEY COMMUNITY HEALTH SERVICES, INCORPORATED, MORA, NM",Mora Valley Community Health Services Inc,"3 Mora Valley Clinic Rd, Mora, NM 87732, USA",(575) 387-2201,35.9553472,-105.2782675
LA CASA DE BUENA SALUD INC,PORTALES,NM,"LA CASA DE BUENA SALUD INC, PORTALES, NM",La Casa Family Health Center,"1515 W Fir St, Portales, NM 88130, USA",(575) 356-6695,34.185663,-103.351613
LA FAMILIA MEDICAL CENTER,SANTA FE,NM,"LA FAMILIA MEDICAL CENTER, SANTA FE, NM",La Familia Medical Center,"1035 Alto St, Santa Fe, NM 87501, USA",(505) 982-4425,35.6862177,-105.9599404
PRESBYTERIAN MEDICAL SERVICES,SANTA FE,NM,"PRESBYTERIAN MEDICAL SERVICES, SANTA FE, NM",Presbyterian Medical Services,"1422 Paseo De Peralta # 1, Santa Fe, NM 87501, USA",(800) 477-7633,35.681643,-105.944343
SOUTHWEST C. A. R. E. CENTER,SANTA FE,NM,"SOUTHWEST C. A. R. E. CENTER, SANTA FE, NM",Southwest CARE Center Harkle Office,"649 Harkle Rd, Santa Fe, NM 87505, USA",(505) 989-8200,35.6610023,-105.9536703
LA CLINICA DEL PUEBLO,TIRA AMARILLA,NM,"LA CLINICA DEL PUEBLO, TIRA AMARILLA, NM",La Clínica Del Pueblo de Río Arriba,"US Highway 84 County Road 0324 #14, Tierra Amarilla, NM 87575, USA",(575) 588-7252,36.7119255,-106.5620117
"WHITNEY M. YOUNG, JR., HEALTH CENTER, INC.",ALBANY,NY,"WHITNEY M. YOUNG, JR., HEALTH CENTER, INC., ALBANY, NY",Whitney M. Young Jr. Health Center,"920 Lark Dr, Albany, NY 12207, USA",(518) 465-4771,42.6617826,-73.748213
THE ADDABBO JOSEPH P FAMILY HEALTH CENTER INC,ARVERNE,NY,"THE ADDABBO JOSEPH P FAMILY HEALTH CENTER INC, ARVERNE, NY","The Joseph P. Addabbo Family Health Center, Inc.","6200 Beach Channel Dr, Arverne, NY 11692, USA",(718) 945-7150,40.5934632,-73.791738
EAST HILL FAMILY MEDICAL INC,AUBURN,NY,"EAST HILL FAMILY MEDICAL INC, AUBURN, NY",East Hill Medical Center,"144 Genesee St, Auburn, NY 13021, USA",(315) 253-8477,42.93021,-76.568547
"OAK ORCHARD COMMUNITY HEALTH CENTER, INC.",BROCKPORT,NY,"OAK ORCHARD COMMUNITY HEALTH CENTER, INC., BROCKPORT, NY",Oak Orchard Health,"300 West Ave, Brockport, NY 14420, USA",(585) 637-3905,43.2212047,-77.9508048
"BRONX COMMUNITY HEALTH NETWORK, INC",BRONX,NY,"BRONX COMMUNITY HEALTH NETWORK, INC, BRONX, NY",Bronx Community Health Network,"1 Fordham Plaza # 1108, The Bronx, NY 10458, USA",(718) 405-7720,40.860632,-73.890124
BRONX LEBANON INTEGRATED SERVICE SYSTEM INC,BRONX,NY,"BRONX LEBANON INTEGRATED SERVICE SYSTEM INC, BRONX, NY",Bronx Lebanon Integrated Services,"1650 Selwyn Ave, The Bronx, NY 10457, USA",(718) 466-8163,40.8434338,-73.9111814
LA CASA DE SALUD INC.,BRONX,NY,"LA CASA DE SALUD INC., BRONX, NY",La Casa de Salud,"966 Prospect Ave, The Bronx, NY 10459, USA",(718) 842-1412,40.8229199,-73.9000628
MONTEFIORE MEDICAL CENTER,BRONX,NY,"MONTEFIORE MEDICAL CENTER, BRONX, NY",Montefiore Hospital,"111 E 210th St, The Bronx, NY 10467, USA",(718) 920-4321,40.8803814,-73.8799291
"MORRIS HEIGHTS HEALTH CENTER, INC.",BRONX,NY,"MORRIS HEIGHTS HEALTH CENTER, INC., BRONX, NY",Morris Heights Health Center,"85 W Burnside Ave, The Bronx, NY 10453, USA",(718) 716-4400,40.854781,-73.9100666
"UNION COMMUNITY HEALTH CENTER, INC.",BRONX,NY,"UNION COMMUNITY HEALTH CENTER, INC., BRONX, NY",Union Community Health Center,"260 E 188th St, The Bronx, NY 10458, USA",(718) 220-2020,40.8605731,-73.8959461
"URBAN HEALTH PLAN, INC.",BRONX,NY,"URBAN HEALTH PLAN, INC., BRONX, NY",Urban Health Plan Inc: Madhurapantula Madhavi DO,"1065 Southern Blvd, The Bronx, NY 10459, USA",(718) 589-2440,40.825041,-73.8922406
"VOCATIONAL INSTRUCTION PROJECT COMMUNITY SERVICES, INC.",BRONX,NY,"VOCATIONAL INSTRUCTION PROJECT COMMUNITY SERVICES, INC., BRONX, NY",VIP Community Services,"770 E 176th St, The Bronx, NY 10460, USA",(718) 583-5150,40.8422775,-73.8900843
"BEDFORD STUYVESANT FAMILY HEALTH CENTER, INC., THE",BROOKLYN,NY,"BEDFORD STUYVESANT FAMILY HEALTH CENTER, INC., THE, BROOKLYN, NY",Bedford-Stuyvesant Family Health Center,"1456 Fulton St, Brooklyn, NY 11216, USA",(718) 636-4500,40.6795997,-73.9426345
BROOKLYN PLAZA MEDICAL CENTER,BROOKLYN,NY,"BROOKLYN PLAZA MEDICAL CENTER, BROOKLYN, NY",Brooklyn Plaza Medical Center,"650 Fulton St, Brooklyn, NY 11217, USA",(718) 596-9800,40.6867555,-73.9761549
BROWNSVILLE COMMUNITY DEVELOPMENT CORPORATION,BROOKLYN,NY,"BROWNSVILLE COMMUNITY DEVELOPMENT CORPORATION, BROOKLYN, NY",Brownsville Community Pharmacy,"592 Rockaway Ave, Brooklyn, NY 11212, USA",(718) 345-3399,40.6654444,-73.9098237
COMMUNITY HEALTH INITIATIVES INC.,BROOKLYN,NY,"COMMUNITY HEALTH INITIATIVES INC., BROOKLYN, NY",CHI Health Center,"2882 W 15th St, Brooklyn, NY 11224, USA",(718) 210-3110,40.577148,-73.9829727
EZRA MEDICAL CENTER,BROOKLYN,NY,"EZRA MEDICAL CENTER, BROOKLYN, NY",Ezra Medical Center,"1312 38th St, Brooklyn, NY 11218, USA",(718) 686-7600,40.6407306,-73.9853265
"HEALTHCARE CHOICES NY, INC.",BROOKLYN,NY,"HEALTHCARE CHOICES NY, INC., BROOKLYN, NY","HealthCare Choices, Inc.","179 Jamaica Ave, Brooklyn, NY 11207, USA",(929) 267-5354,40.6798858,-73.8940887
"HOUSING WORKS HEALTH SERVICES III, INC.",BROOKLYN,NY,"HOUSING WORKS HEALTH SERVICES III, INC., BROOKLYN, NY",Housing Works East New York Community Health Center,"2640 Pitkin Ave, Brooklyn, NY 11208, USA",(718) 277-0386,40.6748677,-73.8745974
"ODA PRIMARY HEALTH CARE CENTER, INC.",BROOKLYN,NY,"ODA PRIMARY HEALTH CARE CENTER, INC., BROOKLYN, NY",ODA Primary Health Care Center,"14-16 Heyward St, Brooklyn, NY 11249, USA",,40.6997162,-73.9587133
"SUNSET PARK HEALTH COUNCIL, INC.",BROOKLYN,NY,"SUNSET PARK HEALTH COUNCIL, INC., BROOKLYN, NY",Sunset Park Family Health Center at NYU Langone–Second Avenue,"5610 2nd Ave, Brooklyn, NY 11220, USA",(718) 630-7942,40.6456204,-74.0209095
"COMMUNITY HEALTH CENTER OF BUFFALO, INC.",BUFFALO,NY,"COMMUNITY HEALTH CENTER OF BUFFALO, INC., BUFFALO, NY","Community Health Center of Buffalo, Inc.","34 Benwood Ave, Buffalo, NY 14214, USA",(716) 986-9199,42.9420151,-78.8345365
JERICHO ROAD MINISTRIES INC.,BUFFALO,NY,"JERICHO ROAD MINISTRIES INC., BUFFALO, NY",Jericho Road Community Health Center,"184 Barton St, Buffalo, NY 14213, USA",(716) 348-3000,42.9179215,-78.8947595
"NEIGHBORHOOD HEALTH CENTER OF WNY, INC.",BUFFALO,NY,"NEIGHBORHOOD HEALTH CENTER OF WNY, INC., BUFFALO, NY",Neighborhood Health Center - Mattina,"300 Niagara St, Buffalo, NY 14201, USA",(716) 242-8600,42.8920727,-78.8840452
CORNERSTONE FAMILY HEALTHCARE,CORNWALL,NY,"CORNERSTONE FAMILY HEALTHCARE, CORNWALL, NY",Cornerstone Family Healthcare,"2570 Rte 9W #10, Cornwall, NY 12518, USA",(845) 220-3100,41.4452155,-74.0368676
"DAMIAN FAMILY CARE CENTERS, INC.",JAMAICA,NY,"DAMIAN FAMILY CARE CENTERS, INC., JAMAICA, NY",Damian Family Care Centers,"2, 138-02 Queens Blvd, Briarwood, NY 11435, USA",(718) 657-1100,40.708241,-73.818641
FLOATING HOSPITAL INCORPORATED (THE),LONG ISLAND CITY,NY,"FLOATING HOSPITAL INCORPORATED (THE), LONG ISLAND CITY, NY",The Floating Hospital: Queensbridge Health Center,"10-29 41st Ave, Queens, NY 11101, USA",(718) 361-6266,40.7552412,-73.9444081
"COMMUNITY MEDICAL AND DENTAL CARE, INC",MONSEY,NY,"COMMUNITY MEDICAL AND DENTAL CARE, INC, MONSEY, NY","Community Medical & Dental Care, Inc. - Pediatrics","40 Robert Pitt Dr, Monsey, NY 10952, USA",(845) 352-6800,41.1113348,-74.0644635
"MOUNT VERNON NEIGHBORHOOD HEALTH CENTER, INC.",MOUNT VERNON,NY,"MOUNT VERNON NEIGHBORHOOD HEALTH CENTER, INC., MOUNT VERNON, NY",Mount Vernon Neighborhood Health Center,"107 W 4th St, Mt Vernon, NY 10550, USA",(914) 699-7200,40.9035965,-73.8385818
"REFUAH HEALTH CENTER, INC.",NEW SQUARE,NY,"REFUAH HEALTH CENTER, INC., NEW SQUARE, NY",Refuah Health Center Inc,"5 Twin Ave, Spring Valley, NY 10977, USA",(845) 354-9300,41.1174593,-74.050608
BETANCES HEALTH CENTER,NEW YORK,NY,"BETANCES HEALTH CENTER, NEW YORK, NY",Betances Health Center,"280 Henry St, New York, NY 10002, USA",(212) 227-8401,40.7136702,-73.9837398
CARE FOR THE HOMELESS,NEW YORK,NY,"CARE FOR THE HOMELESS, NEW YORK, NY",Care For the Homeless,"30 E 33rd St 5th floor, New York, NY 10016, USA",(212) 366-4459,40.7466432,-73.9829629
CARE FOR THE HOMELESS,NEW YORK,NY,"CARE FOR THE HOMELESS, NEW YORK, NY",Care For the Homeless,"30 E 33rd St 5th floor, New York, NY 10016, USA",(212) 366-4459,40.7466432,-73.9829629
CARE FOR THE HOMELESS,NEW YORK,NY,"CARE FOR THE HOMELESS, NEW YORK, NY",Care For the Homeless,"30 E 33rd St 5th floor, New York, NY 10016, USA",(212) 366-4459,40.7466432,-73.9829629
CARE FOR THE HOMELESS,NEW YORK,NY,"CARE FOR THE HOMELESS, NEW YORK, NY",Care For the Homeless,"30 E 33rd St 5th floor, New York, NY 10016, USA",(212) 366-4459,40.7466432,-73.9829629
"CHARLES B. WANG COMMUNITY HEALTH CENTER, INC.",NEW YORK,NY,"CHARLES B. WANG COMMUNITY HEALTH CENTER, INC., NEW YORK, NY",Charles B. Wang Community Health Center,"125 Walker St 2nd fl, New York, NY 10013, USA",(212) 226-3888,40.7173202,-73.9999446
"COMMUNITY HEALTH PROJECT, INC.",NEW YORK,NY,"COMMUNITY HEALTH PROJECT, INC., NEW YORK, NY",Community Health Project,"356 W 18th St, New York, NY 10011, USA",(212) 627-3769,40.7430611,-74.0031459
"COMMUNITY HEALTHCARE NETWORK, INC.",NEW YORK,NY,"COMMUNITY HEALTHCARE NETWORK, INC., NEW YORK, NY",Community Healthcare Network- Lower East Side / Catherine M. Abate,"150 Essex St, New York, NY 10002, USA",(212) 477-1120,40.7206065,-73.9868425
"EAST HARLEM COUNCIL FOR HUMAN SERVICES, INC.",NEW YORK,NY,"EAST HARLEM COUNCIL FOR HUMAN SERVICES, INC., NEW YORK, NY",East Harlem Council-Human Services,"319 E 117th St, New York, NY 10035, USA",(212) 348-6410,40.7973176,-73.9359411
"HERITAGE HEALTH AND HOUSING, INC.",NEW YORK,NY,"HERITAGE HEALTH AND HOUSING, INC., NEW YORK, NY",Heritage Health & Housing Inc,"416 W 127th St, New York, NY 10027, USA",(212) 866-2600,40.8129614,-73.9540504
"INSTITUTE FOR FAMILY HEALTH, THE",NEW YORK,NY,"INSTITUTE FOR FAMILY HEALTH, THE, NEW YORK, NY",The Institute for Family Health,"230 W 17th St, New York, NY 10011, USA",(212) 206-5200,40.7409037,-73.9998254
NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,NEW YORK,NY,"NEW YORK CITY HEALTH AND HOSPITALS CORPORATION, NEW YORK, NY",NYC Health + Hospitals,"65 Water St, New York, NY 10041, USA",(212) 442-3853,40.7034598,-74.0088973
NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,NEW YORK,NY,"NEW YORK CITY HEALTH AND HOSPITALS CORPORATION, NEW YORK, NY",NYC Health + Hospitals,"65 Water St, New York, NY 10041, USA",(212) 442-3853,40.7034598,-74.0088973
NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,NEW YORK,NY,"NEW YORK CITY HEALTH AND HOSPITALS CORPORATION, NEW YORK, NY",NYC Health + Hospitals,"65 Water St, New York, NY 10041, USA",(212) 442-3853,40.7034598,-74.0088973
NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,NEW YORK,NY,"NEW YORK CITY HEALTH AND HOSPITALS CORPORATION, NEW YORK, NY",NYC Health + Hospitals,"65 Water St, New York, NY 10041, USA",(212) 442-3853,40.7034598,-74.0088973
"PROJECT RENEWAL, INC.",NEW YORK,NY,"PROJECT RENEWAL, INC., NEW YORK, NY","Project Renewal, Inc.","200 Varick St, New York, NY 10014, USA",(212) 620-0340,40.7282832,-74.0051342
"SETTLEMENT HEALTH AND MEDICAL SERVICES, INC.",NEW YORK,NY,"SETTLEMENT HEALTH AND MEDICAL SERVICES, INC., NEW YORK, NY",Settlement Health,"212 E 106th St #1, New York, NY 10029, USA",(212) 360-2600,40.7909443,-73.9441243
UNDER 21,NEW YORK,NY,"UNDER 21, NEW YORK, NY",21 Club,"21 W 52nd St, New York, NY 10019, USA",(212) 582-7200,40.7605396,-73.9774216
"UPPER ROOM AIDS MINISTRY, INC.: ADULT DAY HEALTH CARE CENTER",NEW YORK,NY,"UPPER ROOM AIDS MINISTRY, INC.: ADULT DAY HEALTH CARE CENTER, NEW YORK, NY",Harlem United,"306 Malcolm X Blvd, New York, NY 10027, USA",(212) 803-2850,40.807913,-73.9449228
"WILLIAM F. RYAN COMMUNITY HEALTH CENTER, INC.",NEW YORK,NY,"WILLIAM F. RYAN COMMUNITY HEALTH CENTER, INC., NEW YORK, NY",William F Ryan Community Health,"110 W 97th St, New York, NY 10025, USA",(212) 749-1820,40.7935824,-73.9675886
"OPEN DOOR FAMILY MEDICAL CENTER, INC.",OSSINING,NY,"OPEN DOOR FAMILY MEDICAL CENTER, INC., OSSINING, NY",Open Door Family Medical Center: Grabowitz Ellen W MD,"165 Main St, Ossining, NY 10562, USA",(914) 941-1263,41.161568,-73.8627039
"HUDSON RIVER HEALTHCARE, INC.",PEEKSKILL,NY,"HUDSON RIVER HEALTHCARE, INC., PEEKSKILL, NY",Hudson River Healthcare,"1200 Brown St, Peekskill, NY 10566, USA",,41.2901355,-73.9173819
FINGER LAKES MIGRANT HEALTH CARE,PENN YAN,NY,"FINGER LAKES MIGRANT HEALTH CARE, PENN YAN, NY",Finger Lakes Community Health,"14 Maiden Ln, Penn Yan, NY 14527, USA",(315) 531-9102,42.6617825,-77.055357
HUDSON HEADWATERS HEALTH NETWORK,QUEENSBURY,NY,"HUDSON HEADWATERS HEALTH NETWORK, QUEENSBURY, NY",Hudson Headwaters Health Network,"9 Carey Rd, Queensbury, NY 12804, USA",(518) 761-0300,43.2957263,-73.6904824
ANTHONY L. JORDAN HEALTH CORPORATION,ROCHESTER,NY,"ANTHONY L. JORDAN HEALTH CORPORATION, ROCHESTER, NY",Anthony L. Jordan Health Center,"82 Holland St, Rochester, NY 14605, USA",(585) 423-5800,43.1693914,-77.6018621
"SCHENECTADY FAMILY HEALTH SERVICES, INC",SCHENECTADY,NY,"SCHENECTADY FAMILY HEALTH SERVICES, INC, SCHENECTADY, NY",Family Health Center,"624 McClellan St # 101, Schenectady, NY 12304, USA",(518) 382-2260,42.8044534,-73.9157455
BEACON CHRISTIAN COMMUNITY HEALTH CENTER,STATEN ISLAND,NY,"BEACON CHRISTIAN COMMUNITY HEALTH CENTER, STATEN ISLAND, NY",Beacon Christian Community Health Center,"2079 Forest Ave, Staten Island, NY 10303, USA",(718) 815-6560,40.6266429,-74.1586318
"COMMUNITY HEALTH CENTER OF RICHMOND, INC.",STATEN ISLAND,NY,"COMMUNITY HEALTH CENTER OF RICHMOND, INC., STATEN ISLAND, NY",Community Health Center of Richmond Port Richmond Health Center,"235 Port Richmond Ave, Staten Island, NY 10302, USA",(718) 876-1732,40.6353759,-74.1349334
"SYRACUSE COMMUNITY HEALTH CENTER, INC.",SYRACUSE,NY,"SYRACUSE COMMUNITY HEALTH CENTER, INC., SYRACUSE, NY",Syracuse Community Health Center,"819 S Salina St, Syracuse, NY 13202, USA",(315) 476-7921,43.0396413,-76.150162
"NORTH COUNTRY FAMILY HEALTH CENTER, INC.",WATERTOWN,NY,"NORTH COUNTRY FAMILY HEALTH CENTER, INC., WATERTOWN, NY",North Country Family Health Center,"238 Arsenal St, Watertown, NY 13601, USA",(315) 782-9450,43.9762978,-75.9153183
BLACK RIVER HEALTH SERVICES INC,BURGAW,NC,"BLACK RIVER HEALTH SERVICES INC, BURGAW, NC",Black River Family Practice,"301 S Campbell St, Burgaw, NC 28425, USA",(910) 259-5721,34.5496515,-77.9209969
"PIEDMONT HEALTH SERVICES, INC.",CARRBORO,NC,"PIEDMONT HEALTH SERVICES, INC., CARRBORO, NC",Piedmont Health Services Inc: Steiner Beat D MD,"301 Lloyd St, Carrboro, NC 27510, USA",(919) 933-8494,35.9131794,-79.0696849
"C W WILLIAMS COMMUNITY HEALTH CENTER INC, THE",CHARLOTTE,NC,"C W WILLIAMS COMMUNITY HEALTH CENTER INC, THE, CHARLOTTE, NC",C.W. Williams Community Health Center,"3333 Wilkinson Blvd, Charlotte, NC 28208, USA",(866) 299-4968,35.2241971,-80.8959649
"CHARLOTTE COMMUNITY HEALTH CLINIC, INC",CHARLOTTE,NC,"CHARLOTTE COMMUNITY HEALTH CLINIC, INC, CHARLOTTE, NC",Charlotte Community Health Clinic,"5301 Wilkinson Blvd, Charlotte, NC 28208, USA",(704) 316-6561,35.231729,-80.9271298
WEST CALDWELL HEALTH COUNCIL INC,COLLETTSVILLE,NC,"WEST CALDWELL HEALTH COUNCIL INC, COLLETTSVILLE, NC",Collettsville Medical Center,"4330 Collettsville Rd, Collettsville, NC 28611, USA",(828) 754-2409,35.926683,-81.675736
"CABARRUS COMMUNITY HEALTH CENTERS, INC.",CONCORD,NC,"CABARRUS COMMUNITY HEALTH CENTERS, INC., CONCORD, NC",Cabarrus Community Health Center,"202 McGill Ave NW # D, Concord, NC 28025, USA",(704) 792-2242,35.4170124,-80.5979299
"LINCOLN COMMUNITY HEALTH CENTER, INCORPORATED",DURHAM,NC,"LINCOLN COMMUNITY HEALTH CENTER, INCORPORATED, DURHAM, NC",Lincoln Community Health Center/pharmacy,"1301 Fayetteville St, Durham, NC 27707, USA",(919) 956-4000,35.9804244,-78.8978874
GASTON FAMILY HEALTH SERVICES INC,GASTONIA,NC,"GASTON FAMILY HEALTH SERVICES INC, GASTONIA, NC",Gaston Family Health,"200 E Second Ave, Gastonia, NC 28052, USA",(704) 874-1900,35.2613218,-81.1795316
"TRIAD ADULT AND PEDIATRIC MEDICINE, INC.",GREENSBORO,NC,"TRIAD ADULT AND PEDIATRIC MEDICINE, INC., GREENSBORO, NC",Triad Adult & Pediatric Medicine - Pediatrics at Wendover,"1046 Wendover Ave E, Greensboro, NC 27405, USA",(336) 272-1050,36.0875713,-79.7724083
"BLUE RIDGE COMMUNITY HEALTH SERVICES, INC.",HENDERSONVLLE,NC,"BLUE RIDGE COMMUNITY HEALTH SERVICES, INC., HENDERSONVLLE, NC",Blue Ridge Health - Chimney Rock Road,"2579 Chimney Rock Rd, Hendersonville, NC 28792, USA",(828) 692-4289,35.349669,-82.4312
"KINSTON COMMUNITY HEALTH CENTER, INCORPORATED",KINSTON,NC,"KINSTON COMMUNITY HEALTH CENTER, INCORPORATED, KINSTON, NC","Kinston Community Health Center, Inc","324 N Queen St, Kinston, NC 28501, USA",(252) 522-9800,35.2632511,-77.5815788
FIRST CHOICE COMMUNITY HEALTH CENTERS,MAMERS,NC,"FIRST CHOICE COMMUNITY HEALTH CENTERS, MAMERS, NC",First Choice Community Health Centers,"40 Autumn Fern Trail, Lillington, NC 27546, USA",(910) 364-0970,35.4246919,-78.8155485
"TRI COUNTY COMMUNITY HEALTH COUNCIL, INC",NEWTON GROVE,NC,"TRI COUNTY COMMUNITY HEALTH COUNCIL, INC, NEWTON GROVE, NC",Commwell Health Newton Grove/Spivey's Corner Medical,"3331 Easy St, Dunn, NC 28334, USA",(877) 935-5255,35.2430255,-78.4512765
ROBESON HEALTH CARE CORPORATION,PEMBROKE,NC,"ROBESON HEALTH CARE CORPORATION, PEMBROKE, NC",Robeson Health Care Corporation,"211 E Wardell St, Pembroke, NC 28372, USA",(910) 521-3583,34.6796,-79.17876
"ADVANCE COMMUNITY HEALTH, INC.",RALEIGH,NC,"ADVANCE COMMUNITY HEALTH, INC., RALEIGH, NC",Advance Community Health,"1001 Rock Quarry Rd, Raleigh, NC 27610, USA",(919) 833-3111,35.7674839,-78.6156492
