name,st_abbr,city,address,phone,testing_status,lon,lat
Community Health Care Inc. Clinton Clinic,IA,Clinton,925 S 4th St,563-336-3000,Yes,-90.1931587,41.83623202
SIU Center for Family Medicine-Springfield,IL,Springfield,520 N 4th St,217-757-8100,Yes,-89.65052458,39.80644352
St. John's Dental Clinic,IL,Springfield,700 N 7th St,217-788-2300 x2380,No,-89.645827,39.80870198
SIU Center for Family Medicine-Integrated Wellness Clinic,IL,Springfield,710 N 8th St,217-545-8000,Yes,-89.6447853,39.80874708
St. John's Hospital,IL,Springfield,800 E Carpenter St,217-788-2300,No,-89.64396596,39.80656401
SALVATION ARMY ADULT REHAB. CTR,IL,Springfield,221 N 11th St,217-788-2311,No,-89.64076223,39.80349355
Helping Hands of Springfield,IL,Springfield,1023 E Washington St,217-788-2300,No,-89.6412514,39.80163076
Family Guidance Center,IL,Springfield,120 N 11th St,217-788-2300,No,-89.64003896,39.802349
Capitol Community Health Center,IL,Springfield,2239 E Cook St,217-788-2300,No,-89.62245096,39.795726
SIU Center for Family Medicine-Sangamon County Health,IL,Springfield,2833 South Grand Ave E Ste 100,217-535-3102,Yes,-89.61242101,39.78886001
SIU Center for Family Medicine-Sangamon County Health Mobile Unit,IL,Springfield,2833 South Grand Ave E,217-535-3102,Yes,-89.61242101,39.78886001
Noll Dental Clinic,IL,Springfield,5220 6th Street Frontage Rd E Ste 2100,217-788-2300,No,-89.64090297,39.72597801
SIU Center for Family Medicine-Lincoln,IL,Lincoln,109 3rd St,217-735-2317,Yes,-89.36903803,40.14483998
Central Counties Health Centers - Christian County,IL,Taylorville,1141 N Cheney St,217-788-2300,No,-89.30697612,39.56074814
SIU Center for Family Medicine-Taylorville,IL,Taylorville,303 E Bidwell St,217-545-8000,Yes,-89.2930542,39.55894437
Macoupin County Public Health Clinic Site,IL,Carlinville,1115 Morgan St,217-854-3692,Yes,-89.86879023,39.28242102
Carlinville Community Unit School District #1,IL,Carlinville,829 W Main St,217-854-3104,Yes,-89.893198,39.2796925
Crossing Healthcare at Decatur Memorial Hospital,IL,Decatur,2300 N Edward St,217-876-8121,Yes,-88.95943615,39.866737
Crossing Healthcare at Oasis Drop In Center,IL,Decatur,243 W Cerro Gordo St,217-422-3940,Yes,-88.9581168,39.84680673
SIU Center for Family Medicine-Decatur,IL,Decatur,102 W Kenwood Ave,217-872-0855,Yes,-88.95725063,39.8674375
"Crossing Healthcare at Heritage Behavioral Health Center, Inc.",IL,Decatur,151 N Main St,217-362-6262,Yes,-88.95591236,39.84206047
Crossing Healthcare on Water Street,IL,Decatur,1027 N Water St,217-877-4694,Yes,-88.95457006,39.85178387
Crossing Healthcare Mobile Unit One,IL,Decatur,320 Central Ave,217-877-9117,Yes,-88.95380453,39.84916469
Crossing Healthcare Schrodt Community Health Center,IL,Decatur,320 E Central Ave,217-877-9117,Yes,-88.95284066,39.84913746
Crossing Healthcare at Macon County Health Department,IL,Decatur,1221 E Condit St,217-423-6988,Yes,-88.93965912,39.85308253
Heartland Community Health Clinic DBA: Heartland Health Services - Tazwood,IL,Pekin,3248 Vandever Ave Ste B,309-680-7600,Yes,-89.59953341,40.54767064
Heartland Community Health Clinic DBA: Heartland Health Services - Olt,IL,Pekin,19 Olt Ave,309-680-7600,Yes,-89.60517519,40.54993824
Heartland Community Health Clinic DBA: Heartland Health Services - Garden,IL,Peoria,1701 W Garden St,309-680-7600,Yes,-89.61985802,40.67591745
Heartland Community Health Clinic DBA: Heartland Health Services - Sheridan,IL,Peoria,2116 N Sheridan Rd Rm 104,309-680-7600,Yes,-89.60341981,40.71322935
Heartland Community Health Clinic DBA: Heartland Health Services - Carver,IL,Peoria,711 W John H Gwynn Jr Ave,309-680-7600 x30968,Yes,-89.60450552,40.69035561
Heartland Community Health Clinic DBA: Heartland Health Services - Knoxville,IL,Peoria,1800 N Knoxville Ave,309-680-7600,Yes,-89.59340297,40.70999898
Heartland Community Health Clinic DBA: Heartland Health Services - Human Service Center,IL,Peoria,228 NE Jefferson Ave,309-671-8000,Yes,-89.58834952,40.69416481
Heartland Community Health Clinic  DBA: Heartland Health Services - East Bluff,IL,Peoria,2321 N Wisconsin Ave,309-680-7600,Yes,-89.58425035,40.7160179
COMMUNITY HEALTH PARTNERSHIP OF ILLINOIS,IL,Princeville,112 E Main St,309-363-5089,Yes,-89.75689275,40.93021391
Toulon Community Health Center,IL,Toulon,120 E Court St,877-692-8686,Yes,-89.86521552,41.0937135
Chestnut Family Health Center,IL,Bloomington,720 W Chestnut St,309-557-1400,Yes,-89.00158797,40.48544277
Chestnut Family Health Center,IL,Bloomington,702 W Chestnut St,309-557-1400,Yes,-89.0004896,40.48548237
WHITESIDE CHD - ROCK FALLS,IL,Rock Falls,1300 W 2nd St,815-626-2230 x1206,Yes,-89.7069102,41.77871749
Thome School,IL,Rock Falls,500 E 5th St Rm 1,815-625-1026,Yes,-89.68351002,41.77874251
Challand Middle School,IL,Sterling,1700 6th Ave Rm med1,815-626-3300,Yes,-89.68892259,41.80381732
COMMUNITY HEALTH PARTNERSHIP OF ILLINOIS,IL,Mendota,1009 Main St,815-539-6124,Yes,-89.11845305,41.55151335
Temporary Site - Crusader Community Health Auburn Campus Parking Lot,IL,Rockford,1002 N Pierpont Ave Lot Parking,815-262-2043,Yes,-89.1354983,42.28275418
Crusader Community Health Auburn Campus-A School Based Health Center,IL,Rockford,1002 N Pierpont Ave,815-490-1600,Yes,-89.1354983,42.28275418
Temporary Site - Crusader Community Health Rockton Avenue,IL,Rockford,3150 N Rockton Ave,815-751-4327,Yes,-89.09688753,42.30597298
Crusader Clinic on West State Street,IL,Rockford,1200 W State St,815-490-1600,Yes,-89.10814828,42.27573497
Rosecrance Ware Center,IL,Rockford,2704 N Main St,815-490-1600,Yes,-89.07855404,42.30194099
Crusader Community Health Loves Park,IL,Loves Park,6115 N 2nd St,815-490-1600,Yes,-89.05682899,42.31851101
UI Health Mile Square Health Center L.P. Johnson Rockford,IL,Rockford,1221 E State St,312-996-2000,Yes,-89.07671698,42.266637
Crusader Community Health-South Beloit High School,IL,South Beloit,245 Prairie Hill Rd,815-490-1620,Yes,-89.0447487,42.47065659
Aunt Martha's Rockford Community Health Center,IL,Rockford,1401 E State St Ste 3000,877-692-8686,Yes,-89.07407903,42.26523098
Crusader Clinic on Broadway,IL,Rockford,1100 Broadway,815-490-1600,Yes,-89.08068497,42.25263001
Crusader Community Health-South Beloit Junior High School,IL,South Beloit,840 Blackhawk Blvd,815-490-1621,Yes,-89.04041719,42.4850678
Beloit Area Community Health Center,WI,Beloit,74 Eclipse Ctr,608-361-0311,Yes,-89.0303017,42.51913777
Crusader Community Health on Alpine,IL,Rockford,1215 N Alpine Rd,815-490-1600,Yes,-89.02797202,42.28152
Crusader Clinic - Belvidere,IL,Belvidere,1050 Logan Ave,815-547-1930,Yes,-88.82626429,42.25317718
Joyce & Marshall Erdman Clinic,WI,Madison,2202 S Park St,608-443-5480,Yes,-89.39453301,43.04231899
Wingra Family Medical Center,WI,Madison,1102 S Park St,608-263-3111,Yes,-89.39740851,43.05493021
HEARTLAND ALLIANCE HEALTH - RETHKE TERRACE,WI,Madison,715 Rethke Ave Apt 105,608-205-4500,Yes,-89.33542058,43.10728595
William T. Evjue Clinic,WI,Madison,3434 E Washington Ave,608-443-5480,Yes,-89.32977904,43.114515
KentuckyCare - 128,KY,Murray,312 S 8th St,270-753-2395,Yes,-88.3085842,36.60590034
Shawneetown Community Health Center,IL,Shawneetown,9525 Gold Hill Rd,618-269-3815,Yes,-88.18407472,37.71144051
Clay Medical Center,IL,Flora,165 Kinnaman Dr,618-662-8386,Yes,-88.51648004,38.66627
Fairfield Community Health Center,IL,Fairfield,209 NW 11th St,618-842-4470,Yes,-88.37447501,38.38110085
Vandalia Healthcare Center,IL,Vandalia,1510 Sunset Dr,618-332-0694,Yes,-89.11563466,38.97561071
Effingham Health Center,IL,Effingham,900 W Temple Ave STE 208,618-332-0964,Yes,-88.55322907,39.12757747
SIHF Weber Medical Clinic,IL,Olney,1200 N East St,618-332-0694,Yes,-88.07591481,38.7474199
Albion Community Health Center,IL,Albion,33 W Main St,618-445-2287,Yes,-88.05817261,38.37692657
Mattoon Medical Center - SIHF,IL,Mattoon,700 Broadway Ave E Ste 39,618-332-0694,Yes,-88.32611859,39.48501034
LifeLinks Mental Health,IL,Mattoon,750 Broadway Ave E,618-332-0694,Yes,-88.32607025,39.48501228
SIHF Healthcare - Arthur,IL,Arthur,1710 IL-133,618-332-0694,Yes,-88.4894101,39.71009749
Arthur Health Center,IL,Arthur,525 N Vine St,618-920-9484,Yes,-88.47255577,39.72276983
Charleston Health Center,IL,Charleston,626 W Lincoln Ave,618-332-0694,Yes,-88.19032742,39.4842258
Cumberland County Health Center,IL,Greenup,302 N Mill St,217-923-3311,Yes,-88.1664371,39.24870307
Frances Nelson,IL,Champaign,819 Bloomington Rd,217-356-1558,Yes,-88.25681799,40.130642
Champaign Urbana Public Health District Mobile Clinic Unit W Kenyon,IL,Champaign,201 W Kenyon Rd,217-893-3052,Yes,-88.24658729,40.13439613
Promise Healthcare on Walnut,IL,Champaign,801 N Walnut St,217-693-4660,Yes,-88.24108004,40.12404155
Promise Healthcare at the Community Resource Center,IL,Urbana,1400 W Park St Bldg 3,217-356-1558,Yes,-88.22720668,40.11747311
Promise Healthcare at the USBHC,IL,Urbana,1002 S Race St,217-239-4220,Yes,-88.20960407,40.10443996
Champaign-Urbana Public Health District WIC Clinic,IL,Rantoul,520 E Wabash Ave,217-893-3052,Yes,-88.15128891,40.3069149
Multicultural Community Center,IL,Rantoul,1126 Country Club Ln,217-893-3052,Yes,-88.14065378,40.30395492
VNA Health Center - Joliet,IL,Joliet,2400 Glenwood Ave Ste 210,630-892-4355,Yes,-88.14171291,41.52941782
Aunt Martha's Health Center West Joliet,IL,Joliet,333 Madison St Ste 150,877-692-8686,Yes,-88.13464747,41.52787701
COMMUNITY HEALTH PARTNERSHIP OF ILLINOIS,IL,Kankakee,202 N Schuyler Ave Ste 206,815-932-6045,Yes,-87.86358798,41.12173935
WILL COUNTY COMMUNITY HEALTH CENTER,IL,Joliet,1106 Neal Ave,815-727-5935,Yes,-88.06879212,41.50381483
Kankakee Community Health Center,IL,Kankakee,1777 E Court St,877-692-8686,Yes,-87.84196246,41.11901714
Aunt Martha's Joliet East Community Health Center,IL,Joliet,1200 Eagle St,708-747-7100,Yes,-88.05006954,41.5355825
VNA Health Care Romeoville,IL,Romeoville,160 N Independence Blvd,630-892-4355,Yes,-88.08040415,41.63065922
Aunt Martha's Aurora Community Health Center,IL,Aurora,2124 Ogden Ave Ste 201,877-692-8686,Yes,-88.26323685,41.73132441
Tomcat Health Center,IL,Aurora,500 Tomcat Ln,630-299-8023,Yes,-88.29765652,41.74531899
COMMUNITY HEALTH PARTNERSHIP OF ILLINOIS,IL,Aurora,157 S Lincoln Ave Ste C,630-966-4572,Yes,-88.31396488,41.7525603
COMMUNITY HEALTH PARTNERSHIP OF ILLINOIS,IL,Aurora,157 S Lincoln Ave Ste D,630-859-0015,Yes,-88.31396488,41.7525603
The Health Outreach Center,IL,Aurora,76 S Lasalle St,877-692-8686,Yes,-88.31350176,41.75489354
WAYSIDE CROSS MINISTRIES,IL,Aurora,215 E New York St,877-692-8686,Yes,-88.31067289,41.75739423
VNA Health Center - Aurora Highland,IL,Aurora,400 N Highland Ave,630-978-2532,Yes,-88.32909748,41.76597398
VNA Mobile Health Services,IL,Aurora,400 N Highland Ave,630-978-2532,Yes,-88.32909748,41.76597398
STEWART COUNTY COMMUNITY HEALTH,TN,Dover,1021 Spring St,931-232-5329 x111,Yes,-87.82407608,36.48304829
"Mobile Primary Care,  Behavioral Health and Oral Health Unit",TN,Clarksville,230,615-920-5004,No,-87.4247228,36.5734739
Matthew Walker Health Center - Clarksville,TN,Clarksville,230 Dover Rd,931-920-5000,No,-87.39954954,36.55052399
"Community Medical Clinic, Oak Grove",KY,Oak Grove,244 Thompson Lane,270-640-6074,Yes,-87.4127283,36.662871
"Community Medical Clinic, Princeton",KY,Princeton,310 Hawthorne St,270-365-0227,Yes,-87.87871293,37.10995287
"Regional Health Care Affiliates, Inc dba. Health First Community Health Center- Princeton",KY,Princeton,1100 S Jefferson St,270-365-9455,Yes,-87.90126721,37.08240684
"Regional Health Care Affiliates, Inc. dba. Health First Community Health Center - Providence",KY,Providence,215 E Main St,270-667-7017 x72535,Yes,-87.75993131,37.39841599
"Regional Health Care Affiliates, Inc. dba. Health First Community Health Center - Clay",KY,Clay,9086 State Route 132 W,270-664-2526,Yes,-87.82025413,37.47656534
"Regional Health Care Affiliates, Inc. dba. Health First Community Health Center - Earlington",KY,Earlington,107 E Main St,270-905-4084,Yes,-87.51193694,37.27437396
"Regional Health Care Affiliates, Inc. dba Health First Community Health Center- Union County",KY,Morganfield,220 N Morgan St,270-285-1318,Yes,-87.91505175,37.68560141
"Community Medical Clinic, Hopkinsville",KY,Hopkinsville,1102 S Virginia St,270-632-6741,Yes,-87.48874363,36.86385236
CHCs OF WESTERN KENTUCKY PEDIATRIC AND ADOLESCENT MEDICINE,KY,Greenville,504 Hopkinsville St,270-338-6488,Yes,-87.19110233,37.19703427
"CHCS OF WESTERN KENTUCKY, INC.",KY,Greenville,480 Hopkinsville St,270-338-5777,Yes,-87.19074568,37.19690284
WOMAN'S HEALTH CENTER,KY,Greenville,226 Hopkinsville St,270-377-3077,Yes,-87.18331269,37.1968831
"Regional Health Care Affiliates, Inc.  dba. Health First Community Health Center - Calhoun",KY,Calhoun,295 Main St,270-273-9310,Yes,-87.25839724,37.53820224
"Regional Health Care Affiliates, Inc. dba. Health First Community Health Center- Cabell Platt",KY,Henderson,700 Martin Luther King Jr Ave,270-826-4800,Yes,-87.59056598,37.83042557
Carmi Community Health Center,IL,Carmi,1400 W Main St,618-382-4181,Yes,-88.18067971,38.07757646
CRHPC-Carmi Health Center,IL,Carmi,103 Commerce St,618-384-5686,Yes,-88.18613214,38.07599022
ECHO Division Street Family Clinic,IN,Evansville,25 W Division St,812-436-4501,No,-87.56509556,37.97747793
"ECHO Community Health Care, Inc. Main Campus",IN,Evansville,315 Mulberry St,812-421-7489,No,-87.56789823,37.96603916
ECHO Pediatric and Prenatal Clinic,IN,Evansville,316 Chandler Ave,812-436-4501,No,-87.56682198,37.96550844
"ECHO Community Health Care, Inc. John Street-Woodson Homeless Health Clinic",IN,Evansville,501 John St Ste 12,812-436-0224,No,-87.55730198,37.97592199
"Tulip Tree Health Services of Gibson County, Inc. d/b/a Tulip Tree Family Health Care",IN,Fort Branch,123 N Mccreary St,812-753-1039,Yes,-87.57994494,38.24823875
Tulip Tree Family Health Care Princeton,IN,Princeton,108 N Main St,812-753-1039,Yes,-87.56749496,38.35546999
Good Samaritan Family Health Center,IN,Vincennes,429 S 6th St,812-885-8585,No,-87.53331297,38.67460559
Family Health Center,IN,Vincennes,1027 Washington Ave Ste B,812-494-7500,No,-87.51884682,38.68125265
"Audubon Area Community Care Clinic, Inc.",KY,Owensboro,750 Salem Dr Ste 2,270-686-6040,Yes,-87.12217409,37.72649051
"Regional Health  Care Affiliates, Inc. dba. Health First Community Health Center- Neel Clinic",KY,Owensboro,2816 Veach Rd Ste 205,270-926-9821,Yes,-87.1015966,37.74590836
Greene County Health-Shakamak,IN,Jasonville,714 W Main St,812-847-7005,No,-87.20774041,39.16324251
Greene County Health Linton,IN,Linton,1600 A St NE Ste 9,812-847-7005,No,-87.14326471,39.03813728
VPCHC - Ivy Tech,IN,Terre Haute,8000 S Education Dr Rm E148A,812-229-1121,Yes,-87.39267369,39.37097268
"Wabash Valley Health Center, Inc.",IN,Terre Haute,1436 Locust St,812-232-7447,No,-87.39480982,39.47756748
Grace Clinic - Vigo County,IN,Terre Haute,622 8th Ave,812-231-8377,No,-87.41056564,39.48485426
VPCHC - Terre Haute,IN,Terre Haute,1530 N 7th St Ste 201,812-238-7631,Yes,-87.40721562,39.4844007
VPCHC - Clinton,IN,Clinton,777 S Main St Ste 100,765-828-1003,Yes,-87.39823567,39.65344001
VPCHC - Mobile School Based Health Center,IN,Clinton,777 S Main St Ste 100,765-828-1003,Yes,-87.39823567,39.65344001
Temporary Site - Clinton OPC,IN,Clinton,700 S Main St,765-832-1000,Yes,-87.39816434,39.65344994
VPCHC - Cayuga,IN,Cayuga,703 W Park St,765-492-9042,Yes,-87.46870979,39.94101255
VPCHC - Bloomingdale,IN,Bloomingdale,201 W Academy St,765-498-9000,Yes,-87.25341326,39.83072976
VPCHC - Rockville,IN,Rockville,727 N Lincoln Rd,765-569-1123,Yes,-87.23609429,39.77020956
VERMILION AREA COMM HLTH CTR,IL,Danville,614 N Gilbert St,877-692-8686,Yes,-87.63562723,40.13490078
Grace Clinic - Putnam County,IN,Greencastle,239 Hillsdale Ave Ste A,765-653-1024,No,-86.85909431,39.64888
VPCHC - Crawfordsville,IN,Crawfordsville,1702 Lafayette Rd,765-362-5100,Yes,-86.9081245,40.06531605
Temporary Site - Crawfordsville OP Clinic,IN,Crawfordsville,1810 Lafayette Rd,765-832-3843,Yes,-86.90770633,40.06765041
Watseka Community Health Center,IL,Watseka,200 E Walnut St,877-692-8686,Yes,-87.73266425,40.77636569
Family Health Clinic of Wolcott,IN,Wolcott,128 W Market St,219-474-2067,Yes,-87.04227954,40.75859751
Riggs Community Health Center Annex,IN,Lafayette,1324 Tippecanoe St,765-742-1567,Yes,-86.88279976,40.4267575
RIGGS COMMUNITY HEALTH CENTER,IN,Lafayette,1716 Hartford St,765-742-1567,Yes,-86.87762016,40.42804747
Riggs Community Health Center South Street,IN,Lafayette,2316 South St,765-742-1567,Yes,-86.8710271,40.41751933
North White School Corporation,IN,Monon,304 E Broadway St Rm cr-1,219-253-6663,Yes,-86.87572937,40.8679875
Family Health Clinic of Monon,IN,Monon,692 E Broadway St,877-727-7640,Yes,-86.87235826,40.86802369
Delphi Community School Corporation,IN,Delphi,300 W Vine St Rm 309,765-564-3895,Yes,-86.67083668,40.5787126
Family Health Clinic of Carroll County,IN,Delphi,901 Prince William Rd Ste A,765-564-3016,Yes,-86.6675327,40.58230798
Sixteenth Street Community Health Centers-St Anthony School-High,WI,Milwaukee,4807 S 2nd St,414-763-6352,Yes,-87.91335467,42.95558712
Sixteenth Street Community Health Centers-Layton,WI,Milwaukee,4570 S 27th St,414-672-1353,Yes,-87.94701698,42.96185401
"Kenosha Community Health Center, Inc.",WI,Kenosha,4536 22nd Ave,262-656-0044,Yes,-87.83607402,42.59419101
"Kenosha Community Health Center, Inc Mobile Medical Unit",WI,Kenosha,625 57th St Ste 700,262-764-3608,Yes,-87.81929203,42.58404396
"Kenosha Community Health Center, Inc.",WI,Kenosha,1330 52nd St Ste 205,262-764-3605,Yes,-87.82676337,42.58811353
"Kenosha Community Health Center, Inc.",WI,Kenosha,6226 14th Ave,262-656-0044,Yes,-87.82745902,42.577945
Kenosha Community Health Center Mobile Medical Unit,WI,Kenosha,6226 14th Ave,262-764-3613,Yes,-87.82745902,42.577945
New Market Clinic,AL,New Market,110 Clinic St,256-379-2101,Yes,-86.42804798,34.906453
CHCWK - Todd County Site,KY,Guthrie,10220 Dixie Beeline Hwy,270-338-5777,Yes,-87.19496002,36.64658752
Logan County Community Health Center,KY,Russellville,1497 Nashville Rd,999-999-9999,Yes,-86.87497386,36.79788373
MADISON FAMILY CLINIC,TN,Madison,601 W Due West Ave,615-227-3000,Yes,-86.735004,36.24871098
Neighborhood Health @ Inglewood,TN,Nashville,3904 Gallatin Pike,615-227-3000,Yes,-86.72899996,36.21589202
Dickerson Road Family Clinic,TN,Nashville,1223 Dickerson Pike,615-227-3000,Yes,-86.77248922,36.19349926
MATTHEW WALKER COMPREHENSIVE HEALTH CENT,TN,Nashville,1035 14th Ave N,615-327-9400,No,-86.80112054,36.17049672
Pearl Cohn Entertainment Magnet High School,TN,Nashville,904 26th Ave N,615-329-8150,No,-86.81505897,36.164497
Main Street Family Clinic,TN,Nashville,905 Main St,615-227-3000,Yes,-86.75629664,36.17635697
FAIRVIEW COMMUNITY HEALTH CENTER,KY,Bowling Green,225 Natchez Trace Ave,270-783-3573,Yes,-86.3996024,36.96748169
Neighborhood Health at Cayce,TN,Nashville,617 S 8th St,615-227-3000,Yes,-86.75533706,36.16855158
UNITED NEIGHBORHOOD HEALTH SERVICES,TN,Nashville,617 S 8th St,615-227-3000,Yes,-86.75533706,36.16855158
UNHS MIssion Clinic,TN,Nashville,639 Lafayette St,615-227-3000,Yes,-86.77749204,36.15333
Downtown Clinic,TN,Nashville,526 8th Ave S,615-227-3000,Yes,-86.77926724,36.15247186
UNHS SOUTHSIDE FAMILY CLINIC,TN,Nashville,107 Charles E Davis Blvd,615-227-3000,Yes,-86.76204595,36.15133774
VINE HILL COMMUNITY CLINIC,TN,Nashville,601 Benton Ave,615-292-9770,Yes,-86.76905096,36.13115001
UNHS Unity Health Center,TN,Nashville,2195 Nolensville Pike,615-227-3000,Yes,-86.75304865,36.12671494
HOPE Family Health Sumner North Health Center,TN,Westmoreland,1124 New Highway 52 E,615-644-2000,Yes,-86.23983302,36.55258699
Neighborhood Health @ Welshwood,TN,Nashville,419 Welshwood Dr,615-227-3000,Yes,-86.73013906,36.08265936
HOPE Family Health Macon Westside Clinic,TN,Westmoreland,10427 Highway 52 W,615-644-2000,Yes,-86.19102964,36.53461995
Priest Lake Family and Women's Health Center,TN,Nashville,2637 Murfreesboro Pike,615-292-9770,Yes,-86.63680945,36.07245155
Mercy office at Westwood Elementary,TN,Fairview,7200 Tiger Trl,615-472-4890,Yes,-87.12516182,35.98955377
Kyrock Elementary School,KY,Sweeden,5720 KY-259,270-975-4050,Yes,-86.28454577,37.26027368
Edmonson County Middle/High School,KY,Brownsville,220,270-975-4050,Yes,-86.2910112,37.2114135
