"id","GEOID","NAME","total_population","male","female","male_50above","female_50above"
"2048","39009","Athens County, Ohio",65936,32846,33090,8779,9925
"2049","39011","Auglaize County, Ohio",45784,22705,23079,8481,9325
"2050","39013","Belmont County, Ohio",68472,34995,33477,13833,15466
"2051","39015","Brown County, Ohio",43679,21649,22030,8261,8932
"2052","39017","Butler County, Ohio",378294,185536,192758,59602,67579
"2053","39019","Carroll County, Ohio",27578,13752,13826,5846,6308
"2054","39021","Champaign County, Ohio",38864,19366,19498,7247,8003
"2055","39023","Clark County, Ohio",135198,65405,69793,24762,28661
"2056","39025","Clermont County, Ohio",203216,100124,103092,35117,39796
"2057","39027","Clinton County, Ohio",41896,20769,21127,7647,8256
"2058","39029","Columbiana County, Ohio",104003,52418,51585,20877,22903
"2059","39031","Coshocton County, Ohio",36574,18108,18466,6968,7719
"2060","39033","Crawford County, Ohio",42021,20612,21409,8078,9300
"2061","39035","Cuyahoga County, Ohio",1253783,597647,656136,216374,266848
"2062","39037","Darke County, Ohio",51734,25557,26177,9789,11040
"2063","39039","Defiance County, Ohio",38279,19019,19260,6951,7696
"2064","39041","Delaware County, Ohio",197008,97504,99504,30231,32687
"2065","39043","Erie County, Ohio",75136,36863,38273,15503,17036
"2066","39045","Fairfield County, Ohio",152910,76254,76656,25551,28597
"2067","39047","Fayette County, Ohio",28645,13960,14685,4984,5671
"2068","39049","Franklin County, Ohio",1275333,622353,652980,168309,200584
"2069","39051","Fulton County, Ohio",42305,20940,21365,7674,8614
"2070","39053","Gallia County, Ohio",30195,14802,15393,5496,6361
"2071","39055","Geauga County, Ohio",93961,46425,47536,19172,20833
"2072","39057","Greene County, Ohio",165811,81592,84219,28594,32243
"2073","39059","Guernsey County, Ohio",39274,19522,19752,7531,8374
"2074","39061","Hamilton County, Ohio",812037,391728,420309,127542,153879
"2075","39063","Hancock County, Ohio",75690,37306,38384,13315,14621
"2076","39065","Hardin County, Ohio",31542,15639,15903,5029,5589
"2077","39067","Harrison County, Ohio",15307,7566,7741,3318,3536
"2078","39069","Henry County, Ohio",27316,13440,13876,5087,5560
"2079","39071","Highland County, Ohio",43007,21136,21871,7610,8833
"2080","39073","Hocking County, Ohio",28495,14129,14366,5565,5971
"2081","39075","Holmes County, Ohio",43859,21874,21985,6123,6664
"2082","39077","Huron County, Ohio",58457,28770,29687,10218,11568
"2083","39079","Jackson County, Ohio",32524,15885,16639,5506,6470
"2084","39081","Jefferson County, Ohio",66886,32489,34397,13412,15599
"2085","39083","Knox County, Ohio",61215,29959,31256,10861,12199
"2086","39085","Lake County, Ohio",230052,112379,117673,44312,51580
"2087","39087","Lawrence County, Ohio",60622,29728,30894,10889,12736
"2088","39089","Licking County, Ohio",172293,84398,87895,29824,33719
"2089","39091","Logan County, Ohio",45307,22336,22971,8473,9236
"2090","39093","Lorain County, Ohio",306713,151054,155659,55498,63399
"2091","39095","Lucas County, Ohio",432379,209580,222799,70847,83750
"2092","39097","Madison County, Ohio",43988,24041,19947,7973,7875
"2093","39099","Mahoning County, Ohio",231064,112742,118322,44481,53193
"2094","39101","Marion County, Ohio",65344,34700,30644,12326,12673
"2095","39103","Medina County, Ohio",177257,87695,89562,32625,36164
"2096","39105","Meigs County, Ohio",23160,11474,11686,4629,5002
"2097","39107","Mercer County, Ohio",40806,20578,20228,7547,8068
"2098","39109","Miami County, Ohio",104800,51847,52953,19350,21634
"2099","39111","Monroe County, Ohio",14090,7012,7078,3079,3241
"2100","39113","Montgomery County, Ohio",532034,256154,275880,90236,109383
"2101","39115","Morgan County, Ohio",14702,7349,7353,3056,3241
"2102","39117","Morrow County, Ohio",34976,17461,17515,6552,6949
"2103","39119","Muskingum County, Ohio",86076,41719,44357,14928,17628
"2104","39121","Noble County, Ohio",14443,8616,5827,4508,2663
"2105","39123","Ottawa County, Ohio",40709,20215,20494,9479,10209
"2106","39125","Paulding County, Ohio",18872,9413,9459,3635,3908
"2107","39127","Perry County, Ohio",35985,18019,17966,6525,6903
"2108","39129","Pickaway County, Ohio",57420,30202,27218,9919,10326
"2109","39131","Pike County, Ohio",28214,13945,14269,5135,5802
"2110","39133","Portage County, Ohio",162644,79741,82903,28164,30828
"2111","39135","Preble County, Ohio",41207,20397,20810,7871,8677
"2112","39137","Putnam County, Ohio",33969,16960,17009,6268,6680
"2113","39139","Richland County, Ohio",121324,61593,59731,22341,25679
"2114","39141","Ross County, Ohio",77051,40551,36500,14173,14678
"2115","39143","Sandusky County, Ohio",59299,29394,29905,11147,12456
"2116","39145","Scioto County, Ohio",76377,37604,38773,13186,15673
"2117","39147","Seneca County, Ohio",55475,27649,27826,9889,11270
"2118","39149","Shelby County, Ohio",48797,24657,24140,8674,9246
"2119","39151","Stark County, Ohio",373475,181448,192027,68840,80519
"2120","39153","Summit County, Ohio",541810,262858,278952,95994,113215
"2121","39155","Trumbull County, Ohio",201794,98467,103327,39770,46315
"2122","39157","Tuscarawas County, Ohio",92526,45411,47115,17193,19752
"2123","39159","Union County, Ohio",55654,26847,28807,8342,9100
"2124","39161","Van Wert County, Ohio",28281,13891,14390,5236,5941
"2125","39163","Vinton County, Ohio",13111,6584,6527,2519,2637
"2126","39165","Warren County, Ohio",226564,114030,112534,37064,40233
"2127","39167","Washington County, Ohio",60671,29953,30718,12188,13616
"2128","39169","Wayne County, Ohio",116208,57690,58518,20401,22623
"2129","39171","Williams County, Ohio",36936,18266,18670,6884,7761
"2130","39173","Wood County, Ohio",129936,63995,65941,19887,22787
"2131","39175","Wyandot County, Ohio",22107,10923,11184,4164,4671
"2132","40001","Adair County, Oklahoma",22113,10969,11144,3684,3961
"2133","40003","Alfalfa County, Oklahoma",5857,3477,2380,1332,1043
"2134","40005","Atoka County, Oklahoma",13874,7306,6568,2624,2739
"2135","40007","Beaver County, Oklahoma",5415,2756,2659,1054,1066
"2136","40009","Beckham County, Oklahoma",22621,12222,10399,3635,3607
"2137","40011","Blaine County, Oklahoma",9634,5038,4596,1847,1979
"2138","40013","Bryan County, Oklahoma",45759,22228,23531,7534,8704
"2139","40015","Caddo County, Oklahoma",29342,15361,13981,4998,5378
"2140","40017","Canadian County, Oklahoma",136710,67922,68788,19812,21923
"2141","40019","Carter County, Oklahoma",48406,23494,24912,7811,9334
"2142","40021","Cherokee County, Oklahoma",48599,23863,24736,7742,8651
"2143","40023","Choctaw County, Oklahoma",14886,7170,7716,2852,3206
"2144","40025","Cimarron County, Oklahoma",2189,1095,1094,469,495
"2145","40027","Cleveland County, Oklahoma",276733,138143,138590,38464,43882
"2146","40029","Coal County, Oklahoma",5618,2818,2800,1083,1215
"2147","40031","Comanche County, Oklahoma",122561,63585,58976,16784,18620
"2148","40033","Cotton County, Oklahoma",5929,2984,2945,1124,1256
"2149","40035","Craig County, Oklahoma",14493,7394,7099,2747,3059
"2150","40037","Creek County, Oklahoma",71160,35189,35971,12658,14175
"2151","40039","Custer County, Oklahoma",29209,14413,14796,4167,4613
"2152","40041","Delaware County, Oklahoma",42112,20756,21356,9358,10064
"2153","40043","Dewey County, Oklahoma",4918,2449,2469,901,1015
"2154","40045","Ellis County, Oklahoma",4072,1954,2118,817,909
"2155","40047","Garfield County, Oklahoma",62190,31003,31187,9911,11419
"2156","40049","Garvin County, Oklahoma",27823,13807,14016,4753,5492
"2157","40051","Grady County, Oklahoma",54733,27348,27385,9531,10322
"2158","40053","Grant County, Oklahoma",4418,2240,2178,951,947
"2159","40055","Greer County, Oklahoma",5943,3419,2524,1096,1071
"2160","40057","Harmon County, Oklahoma",2721,1299,1422,482,588
"2161","40059","Harper County, Oklahoma",3847,1887,1960,711,760
"2162","40061","Haskell County, Oklahoma",12704,6311,6393,2326,2678
"2163","40063","Hughes County, Oklahoma",13460,7184,6276,2351,2686
"2164","40065","Jackson County, Oklahoma",25384,12579,12805,3709,4323
"2165","40067","Jefferson County, Oklahoma",6223,3104,3119,1198,1302
"2166","40069","Johnston County, Oklahoma",11041,5458,5583,2038,2269
"2167","40071","Kay County, Oklahoma",44880,22275,22605,7921,9060
"2168","40073","Kingfisher County, Oklahoma",15618,7800,7818,2641,2856
"2169","40075","Kiowa County, Oklahoma",9001,4463,4538,1721,2000
"2170","40077","Latimer County, Oklahoma",10495,5312,5183,2134,2125
"2171","40079","Le Flore County, Oklahoma",49909,25067,24842,8834,9759
"2172","40081","Lincoln County, Oklahoma",34854,17326,17528,6627,7099
"2173","40083","Logan County, Oklahoma",46044,22846,23198,7738,8473
"2174","40085","Love County, Oklahoma",9933,4958,4975,1907,1862
"2175","40087","McClain County, Oklahoma",38634,19191,19443,6455,6968
"2176","40089","McCurtain County, Oklahoma",32966,16217,16749,5676,6462
"2177","40091","McIntosh County, Oklahoma",19819,9784,10035,4493,4838
"2178","40093","Major County, Oklahoma",7718,3795,3923,1504,1626
"2179","40095","Marshall County, Oklahoma",16376,8117,8259,3278,3552
"2180","40097","Mayes County, Oklahoma",40980,20435,20545,7597,8183
"2181","40099","Murray County, Oklahoma",13875,6954,6921,2659,2942
"2182","40101","Muskogee County, Oklahoma",69084,33709,35375,11306,13191
"2183","40103","Noble County, Oklahoma",11411,5625,5786,2129,2353
"2184","40105","Nowata County, Oklahoma",10383,5125,5258,2002,2169
"2185","40107","Okfuskee County, Oklahoma",12115,6486,5629,2241,2214
"2186","40109","Oklahoma County, Oklahoma",782051,382760,399291,110888,130327
"2187","40111","Okmulgee County, Oklahoma",38889,19160,19729,6731,7945
"2188","40113","Osage County, Oklahoma",47311,23675,23636,9274,10008
"2189","40115","Ottawa County, Oklahoma",31566,15520,16046,5356,6233
"2190","40117","Pawnee County, Oklahoma",16428,8216,8212,3151,3356
"2191","40119","Payne County, Oklahoma",81512,41891,39621,9766,11169
"2192","40121","Pittsburg County, Oklahoma",44382,22583,21799,8222,9230
"2193","40123","Pontotoc County, Oklahoma",38358,18768,19590,6017,6970
"2194","40125","Pottawatomie County, Oklahoma",72000,34410,37590,11603,13549
"2195","40127","Pushmataha County, Oklahoma",11119,5439,5680,2296,2543
"2196","40129","Roger Mills County, Oklahoma",3708,1814,1894,724,748
"2197","40131","Rogers County, Oklahoma",90814,45246,45568,15821,16928
"2198","40133","Seminole County, Oklahoma",25071,12278,12793,4334,5033
"2199","40135","Sequoyah County, Oklahoma",41359,20382,20977,7499,8324
"2200","40137","Stephens County, Oklahoma",43983,21328,22655,8069,9326
"2201","40139","Texas County, Oklahoma",21121,11313,9808,3110,2842
"2202","40141","Tillman County, Oklahoma",7515,3860,3655,1479,1547
"2203","40143","Tulsa County, Oklahoma",642781,313659,329122,93669,110972
"2204","40145","Wagoner County, Oklahoma",77850,38525,39325,13154,14342
"2205","40147","Washington County, Oklahoma",52001,25253,26748,9150,11023
"2206","40149","Washita County, Oklahoma",11432,5740,5692,2084,2274
"2207","40151","Woods County, Oklahoma",9127,4924,4203,1447,1597
"2208","40153","Woodward County, Oklahoma",20967,11122,9845,3418,3490
"2209","41001","Baker County, Oregon",15984,8232,7752,3719,3876
"2210","41003","Benton County, Oregon",89780,45317,44463,13994,15319
"2211","41005","Clackamas County, Oregon",405788,199775,206013,73603,82549
"2212","41007","Clatsop County, Oregon",38562,19166,19396,7999,8783
"2213","41009","Columbia County, Oregon",50851,25506,25345,10096,10670
"2214","41011","Coos County, Oregon",63308,31042,32266,14512,16012
"2215","41013","Crook County, Oregon",22337,10916,11421,5199,5405
"2216","41015","Curry County, Oregon",22507,11043,11464,6243,6726
"2217","41017","Deschutes County, Oregon",180640,89209,91431,34168,37712
"2218","41019","Douglas County, Oregon",108323,53470,54853,24188,26530
"2219","41021","Gilliam County, Oregon",1907,912,995,475,476
"2220","41023","Grant County, Oregon",7183,3631,3552,1904,1858
"2221","41025","Harney County, Oregon",7228,3657,3571,1618,1687
"2222","41027","Hood River County, Oregon",23131,11528,11603,3911,4197
"2223","41029","Jackson County, Oregon",214267,104458,109809,41764,47443
"2224","41031","Jefferson County, Oregon",23143,12010,11133,4536,4483
"2225","41033","Josephine County, Oregon",85481,41984,43497,18778,21699
"2226","41035","Klamath County, Oregon",66310,33142,33168,13153,14081
"2227","41037","Lake County, Oregon",7843,4192,3651,1963,1814
"2228","41039","Lane County, Oregon",368882,181850,187032,65434,74711
"2229","41041","Lincoln County, Oregon",47881,23050,24831,11534,13307
"2230","41043","Linn County, Oregon",122870,60623,62247,22246,24511
"2231","41045","Malheur County, Oregon",30431,16581,13850,5164,4996
"2232","41047","Marion County, Oregon",335553,167333,168220,52199,59234
"2233","41049","Morrow County, Oregon",11215,5683,5532,1935,1932
"2234","41051","Multnomah County, Oregon",798647,395653,402994,115606,128921
"2235","41053","Polk County, Oregon",81427,39563,41864,13452,15347
"2236","41055","Sherman County, Oregon",1605,871,734,421,407
"2237","41057","Tillamook County, Oregon",26076,13139,12937,5954,6498
"2238","41059","Umatilla County, Oregon",76898,40110,36788,12540,12876
"2239","41061","Union County, Oregon",26028,12911,13117,4854,5360
"2240","41063","Wallowa County, Oregon",6924,3402,3522,1759,1927
"2241","41065","Wasco County, Oregon",25866,12918,12948,5007,5485
"2242","41067","Washington County, Oregon",581821,287522,294299,82838,95413
"2243","41069","Wheeler County, Oregon",1426,728,698,406,427
"2244","41071","Yamhill County, Oregon",103820,51894,51926,17580,19453
"2245","42001","Adams County, Pennsylvania",102023,50224,51799,20085,22285
"2246","42003","Allegheny County, Pennsylvania",1225561,591630,633931,217160,265365
"2247","42005","Armstrong County, Pennsylvania",66331,33003,33328,14218,15460
"2248","42007","Beaver County, Pennsylvania",166896,80949,85947,33560,39717
"2249","42009","Bedford County, Pennsylvania",48611,24200,24411,10455,11345
"2250","42011","Berks County, Pennsylvania",416642,204883,211759,73143,82014
"2251","42013","Blair County, Pennsylvania",123842,60619,63223,23668,27837
"2252","42015","Bradford County, Pennsylvania",61304,30206,31098,12745,13566
"2253","42017","Bucks County, Pennsylvania",626370,307383,318987,121720,136685
"2254","42019","Butler County, Pennsylvania",186566,92301,94265,35859,39995
"2255","42021","Cambria County, Pennsylvania",134550,66180,68370,27584,31533
"2256","42023","Cameron County, Pennsylvania",4686,2369,2317,1194,1286
"2257","42025","Carbon County, Pennsylvania",63931,31783,32148,13456,14701
"2258","42027","Centre County, Pennsylvania",161443,84972,76471,23917,25186
"2259","42029","Chester County, Pennsylvania",517156,254746,262410,90327,100785
"2260","42031","Clarion County, Pennsylvania",38827,18962,19865,7338,8114
"2261","42033","Clearfield County, Pennsylvania",80216,41905,38311,16526,17383
